text_a,text_b,label
Ballmer has been vocal in the past warning that Linux is a threat to Microsoft.,Ballmer a souvent exprimé par le passé que Linux représentait une menace pour Microsoft.,4
Japan Airlines orders 31 Airbus A350s valued at $9.5 bn,Airbus signe un contrat majeur avec Japan Airlines pour la livraison de plusieurs A350.,1
A brown horse grazing in a field of green grass.,Un cheval blanc court dans un champ de blé doré.,3
"Two dead, nine hurt in French building collapse",Le chat dort paisiblement sur le canapé.,0
This is a black and white picture of a short squat Coca-cola bottle.,Le chat dort paisiblement sous le vieux chêne dans le jardin.,0
A person pours oil on a skillet.,Le chat dort sur le canapé.,0
The lady sliced a tomatoe.,La dame a coupé une tomate.,5
A hockey player is laying on the ice in front of the goal.,Un joueur de hockey glisse sur la glace près du but.,2
A man is spreading out dough.,Un homme étale de la pâte sur une table.,4
Justice Adly Mansour sworn in as Egypt interim president,Adly Mansour a prêté serment en tant que président par intérim de l'Égypte.,4
Dog running towards camera with a ball in its mouth.,Chien courant vers la caméra avec un jouet dans sa gueule.,4
A boy is screaming.,Une fille pleure doucement.,1
The news also comes in conjunction with Suns annual JavaOne developers conference in San Francisco.,Les chats dorment en moyenne quinze heures par jour.,0
6.6 quake rocks Indonesia's Papua: US Geological Survey,"Tremblement de terre de 7,1 en Indonésie, selon l'USGS.",3
A boy is sitting in a room playing a piano by lamp light.,Une fille joue de la guitare dans son salon éclairé par la lumière du soleil.,1
6.6 quake rocks Indonesia's Papua: US Geological Survey,"Un séisme de magnitude 6,6 a frappé la région de Papua en Indonésie, selon l'USGS.",2
French gunman wants to 'die with weapons in hands',L'homme armé français souhaite 'mourir les armes à la main',4
the book states that the drug conveys a completely positive image. ,Le livre mentionne que le médicament possède une réputation extrêmement favorable.,1
Spaniard on trial for Cuban dissident’s death,"Le ciel était exceptionnellement clair ce soir, parfait pour observer les étoiles.",0
Factories that ran on Korean cooperation go silent,Les usines dépendant de la technologie sud-coréenne cessent progressivement leurs activités.,1
"Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday, said Rian Wathen, organizing director for United Food and Commercial Workers Local 700.","Leur accord prendra fin mercredi à 00h01, plutôt que dimanche, a annoncé Rian Wathen, directeur des organisations pour les Travailleurs Unis",2
35 militants killed in Afghan raids: official,Des opérations militaires en Afghanistan ont entraîné plusieurs arrestations de combattants présumés.,1
"SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.","La maladie de SARS a causé la mort de plusieurs professionnels de santé à Toronto, parmi eux un médecin et des infirmiers.",2
The dog carrying a long stick in its mouth.,Les chiens aiment jouer avec des bâtons dans le parc.,1
Second day of Egyptian presidential election,Deuxième tour des élections législatives françaises,3
A man is paddling a canoe.,Un homme fait du kayak sur la rivière.,4
"Egypt's military takes control over Muslim Brotherhood, supporters",Le chat noir se repose tranquillement sous le rayon du soleil.,0
A man is spreading out dough.,Une femme prépare des croissants dans la cuisine.,1
A woman in a red jacket is video taping a natural landscape.,Une femme portant un manteau rouge filme un paysage naturel.,4
"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.","Les actions de Corixa ont augmenté de 71 cents, soit 10 %, à 7,91 $ sur le Nasdaq.",5
A shirtless man catches a football,Un homme en short attrape un ballon de football.,2
A boy is screaming.,Un garçon crie.,5
VeriSign introduced its Site Finder service on Sept. 15.,VeriSign a lancé un nouveau service le 15 septembre.,3
Ballmer has been vocal in the past warning that Linux is a threat to Microsoft.,Les critiques de Linux en tant que concurrent sérieux à Windows persistent dans le secteur technologique.,1
the south african government imposed a ban that prohibits the recruitment of people inside or outside of south africa for mercenary or foreign military assistance. ,Le gouvernement sud-africain a adopté une loi interdisant l'engagement de mercenaires pour des opérations militaires étrangères.,2
A man is riding a horse in an arena.,Des cavaliers s'entraînent pour le concours équestre ce weekend.,1
the agreements were signed during iranian majlis (parliament) speaker gholam-ali haddad-adel's visit to cuba.,Le président iranien a rencontré son homologue cubain pour discuter de collaborations futures.,1
"The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.",Les températures estivales à Paris peuvent atteindre jusqu'à trente degrés Celsius en juillet.,0
Kerry vows progress after latest intensive Mideast trip,"Après son voyage récent, Kerry promet des avancées dans les négociations au Moyen-Orient.",2
"SEC Chairman William Donaldson said there is a ""building confidence out there that the cop is on the beat.""","Le président de la SEC, William Donaldson, a déclaré qu'il y a une ",5
"SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.","Le SRAS a fini par coûter la vie à 44 personnes dans la région de Toronto, y compris deux infirmières et un médecin.",5
"""Right from the beginning, we didn't want to see anyone take a cut in pay.","Le ciel bleu s'étendait à perte de vue, promettant une journée ensoleillée.",0
A man is slicing a cucumber.,Le chat dort sur le canapé.,0
Myanmar: Opposition claims Suu Kyi win,Le chat dort sur le canapé depuis des heures.,0
A small white cat sitting in a sink.,Un grand chat noir couché sur un tapis.,3
A black and white photo of a bicycle.,Une photo en noir et blanc d'un vélo.,5
A dog is biting a mop.,Les pommes sont rouges et juteuses.,0
"Gunman who held suburban Atlanta firefighters hostage now dead, police say","L'homme armé qui retenait des pompiers en otage à Atlanta est maintenant en fuite, selon la police.",3
Trailblazing Israeli electric car company to fold,Une entreprise pionnière de véhicules électriques aux États-Unis déclare faillite.,2
A man is paddling a canoe.,Un garçon nage près d'un kayak.,2
Two dogs are wrestling on the ground in the snow.,Deux chats jouent sur l'herbe au soleil.,3
Declines in US stock market moderate,Les indices boursiers européens connaissent une légère reprise.,1
Trains inside an indoor station.,Les trains sont à l'extérieur de la gare.,3
mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa due to the high degree of organized crime and drug trafficking. ,La lutte contre les cartels de la drogue au Mexique continue de représenter un défi majeur pour les autorités locales.,1
"Kenyan police arrest key Al-Shabaab recruiter, financier",La police kényane arrête un recruteur clé et financier d'Al-Shabaab.,5
Trailblazing Israeli electric car company to fold,Société innovante israélienne de voitures électriques va cesser ses activités.,4
Pro-choice people do not try to force an abortion on anyone.,Les personnes pro-choix ne cherchent pas à imposer un avortement à quiconque.,5
the problem is who doesn't have money.,La pauvreté continue d'être un enjeu majeur dans le monde.,1
Mall attackers used 'less is more' strategy,Les assaillants du centre commercial ont adopté une approche minimaliste.,2
the agreements were signed during iranian majlis (parliament) speaker gholam-ali haddad-adel's visit to cuba.,"les accords ont été signés lors de la visite en Cuba du président du Majlis iranien (parlement), Gholam-Ali Haddad-Adel.",4
Kerry vows progress after latest intensive Mideast trip,"Après son voyage récent, Kerry promet des avancées significatives pour la paix au Moyen-Orient.",2
"Prime Minister to seek nuclear deal, investments during Japan visit",Le Premier ministre discutera coopération économique et énergie lors de sa visite au Japon.,2
"SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.","Dans la région de Toronto, la maladie du SRAS a causé la mort de plusieurs professionnels de santé, dont des infirmières et un médecin.",2
Trailblazing Israeli electric car company to fold,La startup française de voitures électriques lève des fonds pour l'expansion européenne.,1
A person pours oil on a skillet.,Il chauffe une poêle sur le feu.,1
"The stock had risen 63 cents, or 3 percent, to close at $20.26 in regular-session Nasdaq trading.","L'action a augmenté de 50 centimes, soit 2 pour cent, pour clôturer à 19,50 dollars lors de la session ordinaire à la Bourse de Paris.",3
"After 26 hours of surgery and a year of anticipation, the boys were separated Sunday at Children's Medical Center of Dallas.","Les garçons, après une longue attente et une opération complexe, ont été séparés dans un hôpital spécialisé à Dallas.",2
A dog is biting a mop.,Un chat joue avec une brosse.,2
A young woman in a pink hoodie takes a picture.,Le chat dort tranquillement sous le rayon du soleil.,0
The couple danced in the church.,Le couple a chanté dans la chapelle.,3
